2012648	8661	2745	1	Potential Corporate Privacy Violation	ET POLICY Dropbox Client Broadcasting
2013031	1878	1878	2	Attempted Information Leak	ET POLICY Python-urllib/ Suspicious User Agent
28069	2069	1653	1	A Network Trojan was detected	APP-DETECT DNS request for potential malware SafeGuard to domain 360.cn
2002334	1619	1608	1	Potential Corporate Privacy Violation	ET CHAT Google IM traffic Jabber client sign-on
2019416	1456	1456	1	Potential Corporate Privacy Violation	ET POLICY SSLv3 outbound connection from client vulnerable to POODLE attack
2020565	1328	1271	1	Potential Corporate Privacy Violation	ET POLICY Dropbox DNS Lookup - Possible Offsite File Backup in Use
2009702	1115	1100	1	Potential Corporate Privacy Violation	ET POLICY DNS Update From External net
2012647	923	923	1	Potential Corporate Privacy Violation	ET POLICY Dropbox.com Offsite File Backup in Use
2002157	777	757	1	Potential Corporate Privacy Violation	ET CHAT Skype User-Agent detected
2003492	722	719	1	A Network Trojan was detected	ET MALWARE Suspicious Mozilla User-Agent - Likely Fake (Mozilla/4.0)
2014920	638	637	1	Potential Corporate Privacy Violation	ET POLICY Microsoft Online Storage Client Hello TLSv1 Possible SkyDrive (2)
2014919	638	637	1	Potential Corporate Privacy Violation	ET POLICY Microsoft Online Storage Client Hello TLSv1 Possible SkyDrive (1)
24111	509	506	1	A Network Trojan was detected	BLACKLIST User-Agent known malicious user agent - Post
2018358	1093	455	2	Potentially Bad Traffic	ET INFO GENERIC SUSPICIOUS POST to Dotted Quad with Fake Browser 1
28070	740	386	1	A Network Trojan was detected	APP-DETECT DNS request for potential malware SafeGuard to domain 360safe.com
2010935	380	380	2	Potentially Bad Traffic	ET POLICY Suspicious inbound to MSSQL port 1433
2014095	374	264	1	Potential Corporate Privacy Violation	ET POLICY Kindle Fire Browser User-Agent Outbound
30832	232	232	1	A Network Trojan was detected	BLACKLIST DNS request for known malware domain luckyleap.net - Win.Trojan.Mudrop
28556	224	224	2	Attempted Denial of Service	PROTOCOL-DNS DNS query amplification attempt
3	208	208	1	Attempted User Privilege Gain	(smtp) Attempted response buffer overflow: 547 chars
2002878	189	188	1	Potential Corporate Privacy Violation	ET POLICY iTunes User Agent
2001219	167	167	2	Attempted Information Leak	ET SCAN Potential SSH Scan
2003068	160	160	2	Attempted Information Leak	ET SCAN Potential SSH Scan OUTBOUND
2013290	156	154	2	Attempted Information Leak	ET POLICY MOBILE Apple device leaking UDID from SpringBoard via GET
2002327	153	152	1	Potential Corporate Privacy Violation	ET CHAT Google Talk (Jabber) Client Login
2014726	142	142	1	Potential Corporate Privacy Violation	ET POLICY Outdated Windows Flash Version IE
2012758	135	134	3	Misc activity	ET INFO DYNAMIC_DNS Query to *.dyndns. Domain
2012247	130	129	1	Potential Corporate Privacy Violation	ET P2P BTWebClient UA uTorrent in use
2013504	1359	117	3	Not Suspicious Traffic	ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management
16301	109	106	1	Attempted User Privilege Gain	BROWSER-IE Microsoft Internet Explorer HTML DOM invalid DHTML textnode creation attempt
2014997	92	92	1	Potential Corporate Privacy Violation	ET POLICY Pandora Usage
2014932	89	89	2	Potentially Bad Traffic	ET POLICY DynDNS CheckIp External IP Address Server Response
2000334	86	86	1	Potential Corporate Privacy Violation	ET P2P BitTorrent peer sync
2013028	82	82	2	Attempted Information Leak	ET POLICY curl User-Agent Outbound
2015561	468	81	2	Potentially Bad Traffic	ET INFO PDF Using CCITTFax Filter
2014703	80	80	1	Potential Corporate Privacy Violation	ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Reserved Bit Set
2020881	79	79	1	A Network Trojan was detected	ET MALWARE PUP Win32/AdWare.Sendori User-Agent
2000419	130	78	1	Potential Corporate Privacy Violation	ET POLICY PE EXE or DLL Windows file download
2018904	77	77	3	Generic Protocol Command Decode	ET INFO Session Traversal Utilities for NAT (STUN Binding Request obsolete rfc 3489 CHANGE-REQUEST attribute change IP flag false change port flag false)
2020716	80	76	1	Potential Corporate Privacy Violation	ET POLICY Possible External IP Lookup ipinfo.io
32847	120	68	3	Misc activity	APP-DETECT Absolute Software Computrace outbound connection - bh.namequery.com
2011582	71	67	2	Potentially Bad Traffic	ET POLICY Vulnerable Java Version 1.6.x Detected
2014799	60	60	1	Potential Corporate Privacy Violation	ET POLICY OpenVPN Update Check
2002330	59	59	1	Potential Corporate Privacy Violation	ET POLICY Google Talk TLS Client Traffic
2008500	53	49	1	A Network Trojan was detected	ET MALWARE Sogoul.com Spyware User-Agent (SogouIMEMiniSetup)
2022913	130	49	3	Generic Protocol Command Decode	ET INFO WinHttp AutoProxy Request wpad.dat Possible BadTunnel
2016870	48	45	1	Potential Corporate Privacy Violation	ET POLICY Unsupported/Fake Internet Explorer Version MSIE 5.
2010144	145	44	1	Potential Corporate Privacy Violation	ET P2P Vuze BT UDP Connection (5)
2010066	51	44	1	A Network Trojan was detected	ET POLICY Data POST to an image file (gif)
2010143	44	43	1	Potential Corporate Privacy Violation	ET P2P Vuze BT UDP Connection (4)
2018908	44	42	3	Generic Protocol Command Decode	ET INFO Session Traversal Utilities for NAT (STUN Binding Response)
2018899	52	42	1	A Network Trojan was detected	ET MALWARE Win32/BrowseFox.H Checkin 2
2011719	51	39	1	A Network Trojan was detected	ET POLICY Win32/Sogou User-Agent (SOGOU_UPDATER)
2012811	43	39	2	Potentially Bad Traffic	ET DNS Query to a .tk domain - Likely Hostile
2001972	38	38	3	Detection of a Network Scan	ET SCAN Behavioral Unusually fast Terminal Server Traffic, Potential Scan or Infection (Inbound)
2013926	39	37	2	Potentially Bad Traffic	ET POLICY HTTP traffic on port 443 (POST)
2008581	37	37	1	Potential Corporate Privacy Violation	ET P2P BitTorrent DHT ping request
2002911	36	36	2	Attempted Information Leak	ET SCAN Potential VNC Scan 5900-5920
2016150	202	34	1	Attempted User Privilege Gain	ET INFO Session Traversal Utilities for NAT (STUN Binding Response)
2013479	33	33	3	Misc activity	ET SCAN Behavioral Unusually fast Terminal Server Traffic, Potential Scan or Infection (Outbound)
2000345	35	33	1	A Network Trojan was detected	ET TROJAN IRC Nick change on non-standard port
2011706	32	32	1	Potential Corporate Privacy Violation	ET P2P Bittorrent P2P Client User-Agent (uTorrent)
2016149	201	32	1	Attempted User Privilege Gain	ET INFO Session Traversal Utilities for NAT (STUN Binding Request)
30260	31	31	1	A Network Trojan was detected	PUA-ADWARE Lucky Leap Adware outbound connection
30261	30	30	1	A Network Trojan was detected	PUA-ADWARE Lucky Leap Adware outbound connection
2015878	29	29	1	Potential Corporate Privacy Violation	ET POLICY Maxmind geoip check to /app/geoip.js
2013222	28	28	1	Executable code was detected	ET SHELLCODE Excessive Use of HeapLib Objects Likely Malicious Heap Spray Attempt
2018905	28	28	3	Generic Protocol Command Decode	ET INFO Session Traversal Utilities for NAT (STUN Binding Request obsolete rfc 3489 CHANGE-REQUEST attribute change IP flag false change port flag true)
2007994	29	26	1	A Network Trojan was detected	ET MALWARE Suspicious User-Agent (1 space)
2012870	28	26	1	Potential Corporate Privacy Violation	ET POLICY HTTP Outbound Request contains pw
2017015	26	26	1	Potential Corporate Privacy Violation	ET POLICY DropBox User Content Access over SSL
2018906	25	25	3	Generic Protocol Command Decode	ET INFO Session Traversal Utilities for NAT (STUN Binding Request obsolete rfc 3489 CHANGE-REQUEST attribute change IP flag true change port flag false)
2013289	34	25	2	Attempted Information Leak	ET POLICY MOBILE Apple device leaking UDID from SpringBoard
2001595	25	25	1	Potential Corporate Privacy Violation	ET CHAT Skype VOIP Checking Version (Startup)
2013715	36	24	1	Potential Corporate Privacy Violation	ET POLICY BingBar ToolBar User-Agent (BingBar)
31977	23	22	1	Attempted Administrator Privilege Gain	OS-OTHER Bash CGI environment variable injection attempt
2022813	22	20	1	A Network Trojan was detected	ET MALWARE SearchProtect PUA User-Agent Observed
2006380	20	20	1	Potential Corporate Privacy Violation	ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted
2010645	51	20	1	A Network Trojan was detected	ET POLICY User-Agent (Launcher)
2019415	19	19	1	Potential Corporate Privacy Violation	ET POLICY SSLv3 inbound connection to server vulnerable to POODLE attack
2001891	61	17	1	A Network Trojan was detected	ET USER_AGENTS Suspicious User Agent (agent)
17904	36	17	1	A Network Trojan was detected	BLACKLIST URI request for known malicious URI - /tongji.js
2016871	16	16	1	Potential Corporate Privacy Violation	ET POLICY Unsupported/Fake Internet Explorer Version MSIE 4.
2000348	17	16	1	A Network Trojan was detected	ET TROJAN IRC Channel JOIN on non-standard port
38541	15	15	2	Detection of a non-standard protocol or event	INDICATOR-OBFUSCATION newline only separator evasion
2019102	15	15	2	Attempted Denial of Service	ET DOS Possible SSDP Amplification Scan in Progress
2009099	15	15	1	Potential Corporate Privacy Violation	ET P2P ThunderNetwork UDP Traffic
2012692	33	14	1	A Network Trojan was detected	ET POLICY Microsoft user-agent automated process response to automated request
2010140	46	14	1	Potential Corporate Privacy Violation	ET P2P Vuze BT UDP Connection
34061	116	14	2	Attempted Denial of Service	SERVER-IIS Microsoft IIS Range header integer overflow attempt
2012252	14	13	1	Executable code was detected	ET SHELLCODE Common 0a0a0a0a Heap Spray String
2012935	24	13	1	Potential Corporate Privacy Violation	ET POLICY Google Music Streaming
2012810	13	13	2	Potentially Bad Traffic	ET POLICY HTTP Request to a *.tk domain
2012089	13	13	1	Executable code was detected	ET SHELLCODE Possible Call with No Offset UDP Shellcode
2022814	14	12	1	A Network Trojan was detected	ET MALWARE Conduit Trovi Adware/PUA
2007695	16	12	1	Potential Corporate Privacy Violation	ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System
2009785	12	12	1	A Network Trojan was detected	ET MALWARE QVOD Related Spyware/Malware User-Agent (Qvod)
2010819	12	12	1	Potential Corporate Privacy Violation	ET CHAT Facebook Chat using XMPP
2012086	13	12	1	Executable code was detected	ET SHELLCODE Possible Call with No Offset TCP Shellcode
